Marque,Famille,Sous_famille,Parfumeur,Prix_Categorie,Fragrance,Origine,Genre,Année,Ingredients_txt,Concepts_txt
Acqua di Parma,FLORAL,AMBRÉ (ORIENTAL),Inconnu,Niche,ACQUA DI PARMA ZAFFERANO COLLECTOR EDITION 2025,Italie,Unisexe,2025,rose fleur doranger safran jasmin sambac coriandre mandarine orange patchouli géranium vanille fève tonka bergamote,quotidien rond décontracté riche généreux robuste intense puissant charnel jour
Ajmal,BOISÉ,CITRUS,Inconnu,Prestige,YACHTING IN CAPRI,Émirats Arabes Unis,Homme,2025,feuilles de cassis ambre gris cèdre patchouli musc mousse de chêne ananas pomme baies rouges bergamote bouleau jasmin,quotidien décontracté robuste elégant intense riche puissant automne généreux jour
Ajmal,FLORAL,EPICÉ,Inconnu,Prestige,SAVAGE BEAUTY,Émirats Arabes Unis,Femme,2025,jasmin orange patchouli cèdre pivoine musc gingembre,quotidien floral riche décontracté automne jour florissant intense robuste puissant
Ajmal,FLORAL,AMBRÉ (ORIENTAL),Inconnu,Prestige,PURPLE DAZE,Émirats Arabes Unis,Femme,2025,ambre musc muguet géranium agrumes caramel cèdre pamplemousse vétiver jasmin feuilles rose gardénia poire vanille,quotidien rond décontracté riche généreux robuste intense puissant charnel jour
L'Occitane,FLORAL,FRUITÉ,Inconnu,Mass Market,FLEURS DE CERISIER VISITE EN PROVENCE 2025,France,Unisexe,2025,bois de rose palissandre musc mandarine magnolia groseille blanche raisin muscat vigne fleur de vigne fleurs de cerisier,quotidien romantique coloré exotique gai heureux optimiste liberté joyeux jour
Ajmal,FLORAL,AMBRÉ (ORIENTAL),Inconnu,Prestige,DAZZLING DIVA,Émirats Arabes Unis,Femme,2025,musc rose litchi bergamote iris ambre notes florales vanille,quotidien rond riche décontracté intense robuste puissant généreux jour féminin
Zoologist,AMBRÉ (ORIENTAL),GOURMAND,Pascal Gaurin,Niche,BEAVER MAPLE EDITION,Canada,Unisexe,2025,cèdre atlas néroli nénuphar vétiver haïti baume pérou sirop dérable patchouli cèdre virginie cacao santal nouvellecalédonie carotte castoreum vanille,intense riche puissant robuste nuit généreux chaud boisé mystique chaleur
L'Entropiste,AMBRÉ (ORIENTAL),MUSQUÉ,Bertrand Duchaufour,Niche,DAWN WHISPERS,Inconnu,Unisexe,2025,ambre lait notes métalliques notes ozoniques helvetolide musk goudron de bouleau neige carbonique aldéhydes,rond puissant décontracté fixateur automne hiver riche quotidien nuit généreux
L'Entropiste,AMBRÉ (ORIENTAL),CITRUS,Inconnu,Niche,ALTAMURA,Inconnu,Unisexe,2025,ambre fir balsam orange rhum encens olibanum,décontracté quotidien généreux girly robuste automne intense riche puissant jour
L'Entropiste,FLORAL,FRUITÉ,Bertrand Duchaufour,Niche,JODHPUR 6AM,Inconnu,Unisexe,2025,lait chaud thé noir gingembre cardamome fruits secs tubéreuse masala chai,quotidien romantique coloré exotique gai heureux optimiste liberté joyeux jour
L'Entropiste,FLORAL,VERT,Bertrand Duchaufour,Niche,SEMENCE DOUCE,Inconnu,Unisexe,2025,amande safran sève riz lait damande,quotidien décontracté jour riche automne intense robuste puissant féminin elégant
L'Entropiste,FLORAL,MUSQUÉ,Bertrand Duchaufour,Niche,BLANC SADA,Inconnu,Unisexe,2025,tatami lait de riz foin notes poudrées riz iris,quotidien rond propre décontracté blanc jour charnel romantique automne confortable
Ariana Grande,AMBRÉ (ORIENTAL),FRUITÉ,Inconnu,Mass Market,R.E.M. CHERRY ECLIPSE,États-Unis d'Amérique,Femme,2025,ambre musc marshmallow chèvrefeuille meringues jasmin sambac cerise noire,intense riche robuste puissant girly sucré généreux quotidien lourd tapeàlœil
L'Entropiste,AMBRÉ (ORIENTAL),GOURMAND,Bertrand Duchaufour,Niche,DORIAN'S SPLEEN,Inconnu,Unisexe,2025,piment fumée whisky café caramel cendre chocolat noir,intense riche puissant robuste hiver automne décontracté généreux lourd tapeàlœil
Tom Ford,CUIR,BOISÉ,Inconnu,Niche,FUCKING FABULOUS PARFUM,États-Unis d'Amérique,Unisexe,2025,styrax lavande sauge sclarée amande fève tonka angélique iris cuir cashmeran boisé musqué myrte camomille fir balsam graines de carotte bergamote,marron intense riche robuste puissant profond nuit chaud tapeàlœil exotique
Loewe,BOISÉ,MUSQUÉ,Nuria Cruelles Borrull,Niche,CASA DE CAMPO,Espagne,Unisexe,2025,bois de santal musc violette accord loewe,quotidien décontracté puissant automne riche hiver confortable intense robuste jour
Kilian,BOISÉ,FRUITÉ,Benoist Lapouza,Niche,ANGELS' SHARE PARADIS,France,Unisexe,2025,cognac praline fève tonka liqueur de framboise rose bulgarie mousse de chêne bois de santal,intense riche robuste puissant quotidien automne boisé décontracté exotique marron
Valentino,FLORAL,AMBRÉ (ORIENTAL),"Alberto Morillas,Olivier Cresp",Prestige,VALENTINA EAU DE PARFUM (2025),Italie,Femme,2025,jasmin cèdre anis fraise fleur doranger tubéreuse ambre vanille bergamote musc truffe blanche,rond quotidien riche intense robuste puissant décontracté généreux charnel violet
Christian Provenzano,FOUGÈRE AROMATIQUE,AQUEUX,Christian Provenzano,Niche,ONDA DE MAR,Émirats Arabes Unis,Unisexe,2025,algues davana pamplemousse hedione jasminé mousse ananas bois de santal sucre lavande marine musc rose orange amère ambre,eté dynamique sportif quotidien décontracté jour frais marin ozone energisant
Narciso Rodriguez,BOISÉ,AMBRÉ (ORIENTAL),Inconnu,Prestige,NARCISO RODRIGUEZ SAFRAN MUSC,États-Unis d'Amérique,Unisexe,2025,daim encens olibanum fleur doranger safran rose damascena musc cypriol nagarmota patchouli indonésie,intense riche robuste puissant boisé hiver marron noir automne nuit
Christian Provenzano,BOISÉ,AMBRÉ (ORIENTAL),Christian Provenzano,Niche,MANGOSTINO,Émirats Arabes Unis,Unisexe,2025,vanille oud cambodge patchouli poivre du sichuan ambre daim mangue cashmeran boisé musqué bois de gaïac oud bois dagar géranium rose damascena musc styrax ananas safran,intense riche robuste puissant quotidien décontracté boisé hiver automne généreux
Guerlain,FLORAL,FRUITÉ,"Thierry Wasser,",Prestige,LA PETITE ROBE NOIRE EAU DE TOILETTE (2025),France,Femme,2025,cassis pomme rose damascena musc rose centifolia ambre rose cerise bergamote,quotidien romantique jour décontracté florissant printemps blanc eté riche gai
Caron,FLORAL,AMBRÉ (ORIENTAL),"Ernest Daltroff,",Niche,EN AVION,France,Femme,2025,opoponax œillet ambre rose orange musc néroli lilas jasmin,quotidien riche rond décontracté intense robuste puissant automne généreux floral
Christian Provenzano,FLORAL,MUSQUÉ,Christian Provenzano,Niche,CRYSTAL MUSK,Émirats Arabes Unis,Unisexe,2025,bergamote bois de santal rose feuilles de violettes patchouli sauge sclarée vétiver pamplemousse néroli bourgeons de cassis osmanthus cardamome ambre musc,quotidien blanc décontracté rond propre jour radiant automne liberté confortable
Boadicea the Victorious,CHYPRE,FLORAL,Inconnu,Niche,OPAL,Royaume-Uni,Unisexe,2025,lavandin daim bergamote cèdre notes métalliques fève tonka mousse bay poivre noir musc iris davana géranium cashmeran boisé musqué patchouli rose café notes boisées noix de muscade bois de santal sauge sclarée beurre de cacao cannelle safran,riche intense robuste puissant elégant féminin violet sophistiqué mousseux automne
Atelier Cologne,CITRUS,CHYPRE,"Maurice Roucel,Alexandra Carlin",Niche,MANDARINE FAUVE,France,Unisexe,2025,patchouli ambrocenide boisé ambré aiguilles de pin mandarine verte gingembre néroli mandarine fir balsam bergamote,décontracté quotidien jour pétillant energisant sportif généreux blanc printemps unisexe
Yves Saint Laurent,FLORAL,AMBRÉ (ORIENTAL),"Anne Flipo,Carlos Benaïm",Prestige,LIBRE L'EAU NUE,France,Femme,2025,lavande notes solaires bergamote mandarine verte fleur doranger maroc,quotidien rond décontracté riche généreux robuste intense puissant charnel jour
Vilhelm Parfumerie,CHYPRE,FRUITÉ,Jérôme Epinette,Niche,CHIMILKA,États-Unis d'Amérique,Unisexe,2025,osmanthus chine mousse de chêne ambre patchouli indonésie musc mandarine immortelle cuir pêche cardamome safran violette sucre,intense riche robuste puissant exotique terreux mousseux automne généreux féminin
Giorgio Armani,CUIR,CITRUS,Alberto Morillas,Prestige,ACQUA DI GIÒ ELIXIR,Italie,Homme,2025,mandarine verte violette bergamote ciste labdanum cuir vétiver calone marin patchouli,robuste intense riche puissant or exotique automne confiant tapeàlœil nuit
Sospiro,AMBRÉ (ORIENTAL),CITRUS,Dominique Moellhausen,Niche,VIOLA,Italie,Unisexe,2025,poivre romarin vétiver ambre bergamote noix de muscade bois de santal citron sauge sclarée mousse de chêne encens olibanum ambre gris cèdre,décontracté généreux robuste quotidien intense riche puissant confiant nuit girly
Sospiro,CHYPRE,FLORAL,Nathalie Templer,Niche,AIRA,Italie,Unisexe,2025,cumin ambre gris patchouli ambre encens olibanum ciste labdanum notes terreuses oud bois dagar notes animales,riche intense robuste puissant hiver exotique elégant quotidien décontracté sophistiqué
Sospiro,FLORAL,AMBRÉ (ORIENTAL),"Elodie Bernard,Christelle Laprade",Niche,DIVA,Italie,Unisexe,2025,musc bergamote bois de santal iris rose ylangylang patchouli mandarine pêche œillet jasmin ciste labdanum vanille,quotidien riche intense robuste puissant rond automne floral généreux exotique
Etat Libre d'Orange,CUIR,FRUITÉ,Antoine Lie,Niche,URUK CHRONICLES,France,Unisexe,2025,fraise cypriol nagarmota cèdre iris safran tangerine pomarose note rosée pomme fève tonka,intense riche robuste puissant tapeàlœil exotique remarquable automne affirmé lourd
Ex Nihilo,FLORAL,FRUITÉ,Louise Turner,Niche,SPIKY MUSE,France,Unisexe,2025,poivre rose cèdre fraise bergamote rose pistache fève tonka,quotidien exotique romantique riche jour gai heureux optimiste liberté joyeux
Ormonde Jayne,BOISÉ,AMBRÉ (ORIENTAL),Inconnu,Prestige,NAWAF ZAFFRAN,Royaume-Uni,Unisexe,2025,cypriol nagarmota safran ambre iris cuir musc vanille patchouli benjoin poire,intense riche robuste puissant hiver nuit boisé automne décontracté marron
Vilhelm Parfumerie,BOISÉ,FRUITÉ,Jérôme Epinette,Niche,SUN CITIES,États-Unis d'Amérique,Unisexe,2025,safran ananas musc immortelle cuir osmanthus chine violette sucre mandarine patchouli indonésie ambre mousse de chêne cardamome,intense riche robuste puissant quotidien boisé automne exotique marron décontracté
Diesel,FOUGÈRE AROMATIQUE,FOUGÈRE AROMATIQUE,"Carlos Benaïm,",Prestige,ONLY THE BRAVE EAU DE PARFUM,Italie,Homme,2025,sauge sclarée lavandin ambroxan ambre gris mandarine patchouli daim citron,eté quotidien décontracté jour dynamique energisant sportif pétillant aromatique camphré
Loewe,FOUGÈRE AROMATIQUE,EPICÉ,Nuria Cruelles Borrull,Prestige,LOEWE SOLO ELIXIR,Espagne,Homme,2025,accord loewe iris jasmin sambac cannelle patchouli encens olibanum lavande noix de muscade mandarine,décontracté quotidien jour dynamique pétillant energisant sportif marin ozone intense
Elizabeth Arden,FLORAL,MUSQUÉ,Inconnu,Prestige,GREEN TEA PISTACHIO CRUNCH,États-Unis d'Amérique,Femme,2025,pistache heliotrope magnolia thé vert bergamote rose vanille madagascar ambre,rond quotidien décontracté blanc propre jour automne charnel confortable romantique
Vilhelm Parfumerie,CUIR,FRUITÉ,Jérôme Epinette,Niche,GREAT LORD,États-Unis d'Amérique,Unisexe,2025,immortelle ambre cardamome musc patchouli indonésie osmanthus chine cuir mousse de chêne sucre prune violette safran mandarine,intense riche robuste puissant tapeàlœil exotique remarquable automne affirmé lourd
Viktor &amp; Rolf,BOISÉ,AMBRÉ (ORIENTAL),"Domitille Michalon,Carlos Benaïm",Prestige,FLOWERBOMB EAU DE PARFUM EXTREME (2025),Pays-Bas,Femme,2025,freesia baume pérou vanille rose jasmin sambac fleur doranger bergamote thé patchouli framboise,intense riche robuste puissant boisé hiver automne marron nuit quotidien
Le Labo,BOISÉ,BOISÉ,Inconnu,Niche,EUCALYPTUS 20,États-Unis d'Amérique,Unisexe,2025,eucalyptus ciste labdanum encens olibanum cèdre musc,intense riche robuste puissant boisé terreux hiver fort automne gris
Bon Parfumeur,BOISÉ,AMBRÉ (ORIENTAL),Serge de Oliveira,Mass Market,903 OUD ILAM,France,Unisexe,2025,patchouli iris safran bois de santal poivre du sichuan coriandre oud bois dagar musc,intense riche robuste puissant hiver automne boisé elégant nuit décontracté
Bon Parfumeur,CUIR,CITRUS,Mylène Alran,Mass Market,603 CUIR SAHIB,France,Unisexe,2025,cyprès cashmeran boisé musqué patchouli indonésie citron cuir fève tonka encens olibanum noix de muscade sauge sclarée cypriol nagarmota feuilles de violettes ciste labdanum,robuste intense riche puissant or exotique automne confiant tapeàlœil nuit
Bon Parfumeur,AMBRÉ (ORIENTAL),FLORAL,Sidonie Lancesseur,Mass Market,303 MARBRE ROUGE,France,Unisexe,2025,benjoin chilipepper accord boisé ambré cardamome musc poivre rose vétiver java baume de tolu patchouli indonésie ylangylang,rond riche intense robuste puissant généreux nuit tapeàlœil décontracté charnel
Elizabeth Arden,FLORAL,BOISÉ,Inconnu,Prestige,WHITE TEA EAU LILAC,États-Unis d'Amérique,Femme,2025,musc glycine jasmin sambac lilas notes boisées mandarine fève tonka,quotidien riche rond intense robuste puissant décontracté elégant automne jour
Ghost,AMBRÉ (ORIENTAL),FRUITÉ,Inconnu,Mass Market,GHOST SWEETHEART ALWAYS,Royaume-Uni,Femme,2025,fleur de pêche bergamote poivre rose ambre pivoine caramel vanille bois de santal poire musc,sucré généreux intense riche robuste puissant quotidien décontracté nuit exotique
Sospiro,CUIR,GOURMAND,Anne-Louise Gautier,Niche,FARSA,Italie,Unisexe,2025,safran ambre cèdre cacao patchouli rhum oud bois dagar poivre rose cassis musc géranium egypte ambre gris,intense riche puissant tapeàlœil robuste nuit chaleur chaud ville lourd
David Beckham,CUIR,BOISÉ,Inconnu,Mass Market,EXQUISITE LEATHER,Royaume-Uni,Homme,2025,iris cuir cardamome,intense riche robuste puissant profond nuit affirmé noir hiver original
Sospiro,FLORAL,FRUITÉ,Elodie Bernard,Niche,CAVATINA,Italie,Unisexe,2025,pomme grenade poivre rose musc grenadine mandarine sorbet cassis rose magnolia ambroxan ambre gris jasmin freesia,quotidien romantique coloré exotique gai heureux optimiste liberté joyeux jour
Abercrombie &amp; Fitch,FLORAL,AMBRÉ (ORIENTAL),Inconnu,Mass Market,100% PASSION WOMAN,États-Unis d'Amérique,Femme,2025,poire ambre fleur doranger,quotidien décontracté riche jour généreux intense robuste puissant rond charnel
Abercrombie &amp; Fitch,AMBRÉ (ORIENTAL),CITRUS,Inconnu,Mass Market,100% PASSION MAN,États-Unis d'Amérique,Homme,2025,poivre ambre mandarine,confiant robuste décontracté intense riche puissant généreux hiver quotidien nuit
Parfums de Marly,FLORAL,BOISÉ,Quentin Bisch,Niche,VALAYA EXCLUSIF,France,Femme,2025,fleur doranger notes poudrées akigalawood note patchouli bois de santal amande vanille fleurs blanches ambroxan ambre gris bergamote mandarine,quotidien décontracté riche jour florissant romantique intense robuste puissant elégant
Giorgio Armani,FOUGÈRE AROMATIQUE,EPICÉ,Cécile Matton,Prestige,STRONGER WITH YOU PARFUM,Italie,Homme,2025,vanille bourbon cuir sauge sclarée résine délémi bois de gaïac châtaigne glacée ambre mandarine cannelle cardamome poivre rose pomme lavandin cèdre,décontracté quotidien jour dynamique pétillant energisant sportif marin ozone intense
Jil Sander,CUIR,BOISÉ,Bérénice Watteau,Mass Market,SMOKE,Allemagne,Unisexe,2025,résine délémi cade aldéhyde cèdre,intense riche robuste puissant nuit automne hiver tapeàlœil profond affirmé
Jil Sander,BOISÉ,FLORAL,Mathilde Bijaoui,Mass Market,MIEL,Allemagne,Unisexe,2025,cèdre vétiver aldéhyde jasmin grandiflorum,riche intense robuste puissant quotidien elégant boisé automne décontracté hiver
Memo Paris,CUIR,BOISÉ,Aliénor Massenet,Niche,LEATHER,France,Unisexe,2025,iris cuir vétiver,intense riche robuste puissant hiver marron profond boisé tapeàlœil exotique
Jil Sander,CITRUS,VERT,Julie Massé,Mass Market,LEAF,Allemagne,Unisexe,2025,menthe aldéhyde cardamome citron vert,dynamique energétique energisant sportif eté vigoureux frais quotidien décontracté jour
Creed,FLORAL,MUSQUÉ,Inconnu,Niche,FRAGARIA,France,Femme,2025,mandarine poivre du sichuan patchouli poivre rose fraise bergamote violette iris cèdre fir balsam praline vétiver,quotidien décontracté blanc rond jour romantique confortable automne florissant vaporeux
Kenzo,FLORAL,AMBRÉ (ORIENTAL),"Ane Ayo,Florian Gallo",Prestige,FLOWER BY KENZO IKEBANA INDIGO EAU DE PARFUM,France,Femme,2025,iris pallida encre vanille bleue,rond quotidien riche décontracté charnel violet intense robuste puissant floral
Atelier Rebul,AMBRÉ (ORIENTAL),AMBRÉ (ORIENTAL),Inconnu,Prestige,ÉLIXIR 5,Turquie,Unisexe,2025,néroli bois de santal jasmin oud bois dagar ambre musc rose pêche cannelle cuir,intense riche robuste puissant boisé hiver nuit décontracté lourd tapeàlœil
Atelier Rebul,FLORAL,FLORAL,Inconnu,Prestige,ÉLIXIR 4,Turquie,Unisexe,2025,vétiver bergamote cèdre pamplemousse musc rose encens olibanum tubéreuse,quotidien riche décontracté jour rond intense robuste puissant exotique floral
Jil Sander,CHYPRE,FLORAL,Julie Massé,Mass Market,EARTH,Allemagne,Unisexe,2025,rose centifolia patchouli rose damascena aldéhyde,riche intense robuste puissant elégant quotidien décontracté florissant sophistiqué romantique
Jil Sander,FLORAL,AMBRÉ (ORIENTAL),Paul Guerlain,Mass Market,COFFEA,Allemagne,Unisexe,2025,iris café baume pérou,rond riche quotidien intense robuste puissant automne généreux décontracté tapeàlœil
